X5,X6,X4,X9,X3,X7,X2,X1,X0,X8
0,1,1,0,1,1,0,0,0,0
1,1,0,0,0,0,1,0,0,0
0,1,1,0,0,0,0,0,0,0
1,0,1,0,0,1,1,0,0,1
1,0,1,1,0,0,1,0,0,1
1,0,0,0,1,1,0,0,0,0
1,0,1,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,1
1,0,1,0,0,1,1,0,0,1
1,1,0,0,1,0,0,0,0,0
1,1,1,0,1,0,0,0,0,0
1,0,1,0,0,0,1,0,0,1
0,1,1,0,0,0,1,0,0,1
1,0,1,0,0,0,1,0,0,1
1,0,1,1,0,1,1,0,0,1
1,1,1,0,0,0,1,0,0,0
1,0,0,1,0,1,0,0,0,0
0,1,1,0,1,1,0,0,0,0
0,1,0,1,0,0,0,0,0,1
1,0,1,1,0,1,1,0,0,0
0,1,0,0,0,0,1,0,0,0
1,0,1,1,1,0,0,0,1,0
1,0,1,0,0,1,0,0,0,1
0,1,0,0,0,0,1,0,0,0
1,0,1,1,0,0,1,0,0,0
1,0,1,0,0,1,0,0,0,1
1,0,0,0,1,0,0,0,0,1
1,0,1,1,0,0,1,0,0,0
0,1,1,0,1,0,0,0,1,1
0,1,0,0,0,0,1,0,0,0
0,1,0,0,1,1,0,0,0,1
1,0,1,0,0,1,1,0,0,1
1,0,1,0,0,1,1,0,0,1
1,0,0,1,0,0,1,0,0,1
0,0,0,1,0,0,1,0,1,1
0,1,0,1,0,0,1,0,0,0
0,1,1,1,0,0,1,0,0,1
1,0,1,0,0,0,1,0,0,1
1,0,1,0,1,0,0,0,0,0
1,0,1,0,0,1,1,0,0,0
1,0,0,0,0,0,1,0,0,0
1,0,0,0,0,1,0,0,0,0
1,1,0,1,0,0,0,0,0,0
1,0,1,0,0,1,1,0,0,0
1,0,1,1,1,0,0,0,0,0
1,0,1,0,0,0,0,0,0,0
0,1,1,0,0,0,1,0,0,1
1,0,0,0,0,1,1,0,0,1
1,0,1,0,0,1,1,0,0,1
1,0,1,0,0,1,1,0,0,1
1,1,1,0,1,0,0,0,0,1
1,0,0,1,0,0,0,0,0,1
1,0,0,0,0,0,1,0,0,1
1,0,0,0,0,0,0,0,0,1
1,1,1,0,0,0,1,0,0,1
1,0,0,0,0,0,1,0,0,1
1,0,0,1,1,1,0,0,0,0
1,0,1,0,1,0,0,0,0,0
1,1,1,0,0,0,1,0,0,0
